"category","object_type","display_name","script_path","model_path","source_count","historical_faction_guess","countries","source_missions"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_platform_02.txt","graphics\blocks\rw_platform_02.mgm","24","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_block_01.txt","graphics\blocks\ind_warehouse_block_01.mgm","49","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_01.txt","graphics\blocks\ind_warehouse_01.mgm","80","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_warehouse_02.txt","graphics\blocks\ind_warehouse_02.mgm","99","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_barrack_01_5x.txt","graphics\blocks\mil_barrack_01_5x.mgm","53","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_fence_concrete5.txt","graphics\blocks\ind_fence_concrete5.mgm","309","terrain/static","0,502,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_crossing_gate.txt","graphics\blocks\rw_crossing_gate.mgm","422","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_crossing_cabin.txt","graphics\blocks\rw_crossing_cabin.mgm","301","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_04_3x.txt","graphics\blocks\mil_barrack_04_3x.mgm","24","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_station_02.txt","graphics\blocks\rw_station_02.mgm","76","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_warehouse_02.txt","graphics\blocks\ind_mine_warehouse_02.mgm","309","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_warehouse_03.txt","graphics\blocks\ind_mine_warehouse_03.mgm","261","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_warehouse_01.txt","graphics\blocks\ind_mine_warehouse_01.mgm","178","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_planks.txt","graphics\blocks\ind_mine_planks.mgm","271","terrain/static","0,501,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_logs.txt","graphics\blocks\ind_mine_logs.mgm","263","terrain/static","0,501,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_big_bank.mgm","2","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_big_bottom.mgm","2","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_big_building.mgm","2","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_big_wall.mgm","12","unknown","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_big_wallgen.mgm","2","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_big_wallspill.mgm","4","unknown","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_powerstation_03.txt","graphics\blocks\ind_powerstation_03.mgm","11","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_big_powerline.txt","graphics\bridges\dam_big_powerline.mgm","50","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\rw_lighttower.txt","graphics\blocks\rw_lighttower.mgm","723","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_powerhub_01.txt","graphics\blocks\ind_powerhub_01.mgm","25","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_powerhub_01_block_02.txt","graphics\blocks\ind_powerhub_01_block_02.mgm","32","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_small_building.mgm","9","unknown","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_small_wall.mgm","22","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_small_wallspill.mgm","4","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_med_wall.mgm","19","unknown","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_med_wallgen.mgm","6","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_med_wallspill.mgm","20","unknown","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_med_wall.txt","graphics\bridges\dam_med_wall.mgm","12","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge",,"graphics\bridges\dam_med_wall_perpendicular.mgm","20","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_big_building.txt","graphics\bridges\dam_big_building.mgm","5","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_big_wall.txt","graphics\bridges\dam_big_wall.mgm","4","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_med_wallspill.txt","graphics\bridges\dam_med_wallspill.mgm","5","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\br_rd_rampstoneshort.txt","graphics\bridges\br_rd_rampstoneshort.mgm","41","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_small_building.txt","graphics\bridges\dam_small_building.mgm","8","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\br_rd_up_girdershort.txt","graphics\bridges\br_rd_up_girdershort.mgm","18","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_small_wall.txt","graphics\bridges\dam_small_wall.mgm","6","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"bridge","Bridge","Bridge","LuaScripts\WorldObjects\Bridges\dam_small_wallspill.txt","graphics\bridges\dam_small_wallspill.mgm","4","unknown","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_dredge.txt","graphics\blocks\ind_mine_dredge.mgm","51","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrels_02.txt","graphics\blocks\mil_barrels_02.mgm","588","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrels_01.txt","graphics\blocks\mil_barrels_01.mgm","622","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_tent_01.txt","graphics\blocks\mil_tent_01.mgm","258","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_derrick_02.txt","graphics\blocks\ind_mine_derrick_02.mgm","145","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrels_04.txt","graphics\blocks\mil_barrels_04.mgm","219","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_trailer_cistern.txt","graphics\blocks\mil_trailer_cistern.mgm","266","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_boxes_03.txt","graphics\blocks\mil_boxes_03.mgm","618","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_boxes_04.txt","graphics\blocks\mil_boxes_04.mgm","367","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_boxes_06.txt","graphics\blocks\mil_boxes_06.mgm","462","terrain/static","0,501,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_cistern.txt","graphics\blocks\mil_cistern.mgm","312","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrels_03.txt","graphics\blocks\mil_barrels_03.mgm","583","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\grounds\debrisheap_3.mgm","71","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\grounds\debrisheap_1.mgm","71","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\grounds\debrisheap_2.mgm","71","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_tipple_loader.txt","graphics\blocks\ind_mine_tipple_loader.mgm","53","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_derrick_01.txt","graphics\blocks\ind_mine_derrick_01.mgm","68","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fuelstorage.txt","graphics\blocks\mil_fuelstorage.mgm","249","terrain/static","0,501,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\port_yard_boxes_01.txt","graphics\blocks\port_yard_boxes_01.mgm","277","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\grounds\ind_mine_slagheap_01.mgm","22","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\ind_mine_office.txt","graphics\blocks\ind_mine_office.mgm","60","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_04_6xa.txt","graphics\blocks\mil_barrack_04_6xa.mgm","25","terrain/static","0,503","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_trailer_generator.txt","graphics\blocks\mil_trailer_generator.mgm","236","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fence_wire100.txt","graphics\blocks\mil_fence_wire100.mgm","416","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fence_wire50.txt","graphics\blocks\mil_fence_wire50.mgm","313","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fence_wire5.txt","graphics\blocks\mil_fence_wire5.mgm","371","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"ground_spawn","Ground","Ground",,"graphics\grounds\ind_mine_slagheap_02.mgm","20","unknown","","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fence_wire20.txt","graphics\blocks\mil_fence_wire20.mgm","238","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_barrack_09.txt","graphics\blocks\mil_barrack_09.mgm","50","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\arf_tower_01.txt","graphics\blocks\arf_tower_01.mgm","22","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_boxes_02.txt","graphics\blocks\mil_boxes_02.mgm","369","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_trailer_cargo.txt","graphics\blocks\mil_trailer_cargo.mgm","138","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_ammoboxes_01.txt","graphics\blocks\mil_ammoboxes_01.mgm","436","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_boxes_05.txt","graphics\blocks\mil_boxes_05.mgm","156","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\mil_fence_wire200.txt","graphics\blocks\mil_fence_wire200.mgm","160","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_tent_01_49x.txt","graphics\blocks\mil_tent_01_49x.mgm","66","terrain/static","0,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_tent_01_20x.txt","graphics\blocks\mil_tent_01_20x.mgm","117","terrain/static","0,501,502,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Arf_nissenhut_01_4x.txt","graphics\blocks\arf_nissenhut_01_4x.mgm","176","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
"static_target","Block","Block","LuaScripts\WorldObjects\Blocks\Mil_reservoir.txt","graphics\blocks\mil_reservoir.mgm","87","terrain/static","0,503,601","C:\Program Files\IL2Series\game\data\Missions\[DEMO]BlackThursday.Mission; C:\Program Files\IL2Series\game\data\Missions\[DEMO]InchonStrike.Mission; C:\Program Files\IL2Series\game\data\Missions\_gen.Mission"
